This file was created by CMPT_ME_BEME_RETS_DAILY using the 201911 CRSP database.,,,,,,,,,,,,,,,,,,,,,,,
The Tbill return is the simple daily rate that, over the number of trading days,,,,,,,,,,,,,,,,,,,,,,
in the month, compounds to 1-month TBill rate from Ibbotson and Associates Inc.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Mkt-RF,SMB,HML,RF,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
19400423,0.52,0.39,-0.03,0,0.5,0.53,0.53,0.61,0.51,0.57,0.19,0.86,0.64,0.51,0.51,0.62,0.55,0.53,-0.34,0.95,0.58,0.42,1.06
19400424,-0.33,-0.11,-0.03,0,-0.06,-0.39,-0.32,-0.27,-0.33,-0.35,-0.2,-0.67,-0.06,-0.21,-0.5,-0.68,-0.19,0.1,-0.68,-0.72,-0.53,-0.1,0.04
19400425,0.08,0.14,0.1,0,-0.09,0.05,0.16,-0.04,-0.05,0.32,-0.14,0.34,-0.01,-0.01,-0.11,0.56,0.21,-0.33,0.16,0.47,-0.07,0.1,-0.23
19400426,-0.69,-0.81,-0.25,0,-2.09,-0.58,-0.73,-1.1,-0.49,-0.68,-0.64,-1.21,-1.23,-0.28,-0.8,-1.04,-0.52,-0.71,-0.55,-1.29,-0.94,-0.55,-2.55
19400427,0.14,0.41,-0.3,0,0.24,0.1,0.17,0.08,0.11,0.12,0.13,0.19,0.14,0.07,0.17,0.04,0.16,0.01,0.31,0.24,0.01,0.03,0.37
19400429,0.23,0.19,0.1,0,0.5,0.28,0.1,0.62,0.28,-0.06,0.4,0.4,0.51,0.24,0.35,0.25,-0.19,0.44,0.33,0.29,0.75,0.73,0.07
19400430,0.1,-0.42,-0.34,0,-0.06,0.21,0.04,-0.43,0.29,0.11,0.1,-0.46,-0.44,0.13,0.52,-0.21,0.26,0.26,-0.16,-0.47,-0.42,-0.48,-0.36
19400501,-1.05,-0.56,-0.51,-0.001,-2.45,-1.17,-0.74,-1.76,-1.12,-0.86,-0.67,-1.12,-2.29,-1.03,-1.25,-1.43,-0.61,-0.74,-0.56,-1.13,-1.1,-2.46,-1.96
19400502,0.47,0.44,0.16,-0.001,-0.51,0.38,0.58,0.71,0.33,0.56,0.59,0.6,0.89,0.11,0.66,0.59,0.55,0.35,0.97,0.64,0.49,1.05,0.57
19400503,0.1,0.05,-0.38,-0.001,-1.06,0.07,0.19,-0.01,0.11,0.09,0.03,0.35,-0.15,0.1,0.13,-0.15,0.19,-0.13,0.28,0.41,0.17,-0.02,-0.41
19400504,-0.18,-0.33,0.3,-0.001,-0.42,-0.23,-0.11,0.05,-0.35,0.07,0.1,-0.34,-0.16,-0.28,-0.43,0.32,-0.04,0.18,-0.04,-0.54,0.31,-0.08,-0.32
19400506,-0.11,-0.17,-0.16,-0.001,0.22,-0.07,-0.2,-0.2,-0.06,-0.16,-0.18,-0.22,-0.17,0.01,-0.17,-0.1,-0.19,-0.14,-0.23,-0.23,-0.22,0.1,-0.73
19400507,0.14,-0.18,-0.08,-0.001,2.16,0.14,0.04,0.12,0.09,0.03,-0.04,0.35,0.27,-0.07,0.33,0.37,-0.13,0.16,-0.34,0.48,-0.06,0.03,0.74
19400508,0.09,-0.05,0.26,-0.001,0.03,0.09,0.07,0.06,0.15,0.09,-0.02,-0.11,0.11,0.21,0.06,-0.23,0.24,-0.07,0.06,-0.15,0,0.15,0.03
19400509,0.23,0.04,0.44,-0.001,0.01,0.12,0.24,0.92,0.07,0.2,0.14,0.61,1.14,-0.05,0.23,0.37,0.12,0.22,0.02,0.6,0.64,0.61,2.21
19400510,-2.55,-1.17,-0.54,-0.001,-2.29,-2.65,-2.16,-4.19,-2.67,-1.76,-3.21,-2.44,-5.11,-1.77,-3.97,-2.54,-1.41,-3.16,-3.3,-2.24,-3.04,-4.15,-7.02
19400511,0.11,0.14,0.18,-0.001,0.29,-0.05,0.33,0.83,-0.11,0.04,-0.01,1.34,1.07,-0.19,0,0.25,-0.06,-0.01,-0.01,1.6,0.52,1.22,0.78
19400513,-5.58,-3.97,-1.37,-0.001,-7.4,-5.41,-5.15,-9.5,-5.27,-4.82,-5.81,-6.37,-11.43,-4.14,-6.93,-6.1,-4.25,-6.01,-5.49,-6.13,-7.15,-10.85,-12.62
19400514,-7.21,-3.36,-0.28,-0.001,-5.78,-7.57,-7.04,-7.38,-7.86,-6.82,-6.5,-7.46,-7.71,-7.33,-8.68,-6.16,-7.11,-5.76,-7.64,-7.61,-6.99,-6.29,-10.7
19400515,0.46,-1.87,-3.21,-0.001,-0.92,1.08,-0.08,-0.97,1.65,-0.18,-1.29,0.05,-0.88,1.19,2.36,-1.65,0.47,-0.95,-1.84,0.39,-1.06,-0.55,-1.63
19400516,1.49,3.76,0.47,-0.001,0.68,1.43,1.57,2.81,1.44,1,1.84,2.64,3.2,1.3,1.66,1.35,0.85,1.57,2.27,2.72,2.36,1.8,6.33
19400517,-4.4,-1.62,0.03,-0.001,-4.18,-4.85,-3.89,-5.71,-4.7,-3.58,-4.29,-5.43,-7.08,-4.43,-5.1,-5.6,-2.69,-4.17,-4.49,-5.83,-4.1,-6.37,-8.6
19400518,-1.94,-0.4,-2.19,-0.001,-2.2,-1.52,-2.14,-3.58,-1.38,-2.13,-2.39,-2.1,-4.4,-1.1,-1.8,-2.26,-2.08,-2.25,-2.62,-1.93,-2.65,-3.91,-5.48
19400520,0.48,1.79,1.22,-0.001,-0.04,0.51,0.36,1.81,0.45,0.45,0.46,0.48,2.61,-0.05,1.22,0.79,0.3,0.76,-0.02,0.34,0.93,2.39,3.12
19400521,-6.99,-5.14,-1.03,-0.001,-8.44,-6.95,-6.66,-9.69,-6.61,-6.04,-7.35,-9.38,-10.01,-5.81,-7.82,-8.68,-4.92,-7.52,-7.08,-9.39,-9.33,-9.82,-10.45
19400522,0.17,2.05,0,-0.001,2.18,0.31,-0.22,0.99,0.15,-0.22,0.26,0.33,1.68,-0.39,0.98,1.13,-0.77,0.23,0.3,0.36,0.22,1.9,1.21
19400523,0.32,-0.34,1.3,-0.001,2.52,0.02,0.42,0.72,-0.02,0.41,0.11,0.47,1.65,0.46,-0.75,0.24,0.47,-0.09,0.44,0.71,-0.32,2.09,0.66
19400524,-0.2,0.87,0.7,-0.001,-1.52,-0.43,0.04,0.6,-0.48,-0.11,0.12,0.15,1.06,-0.58,-0.33,-0.21,-0.07,0.4,-0.34,0.18,0.05,1.33,0.46
19400525,1.17,1.45,0.21,-0.001,0.24,1.22,0.99,2.54,1.01,1.09,0.95,1.99,2.74,0.79,1.36,2.29,0.59,0.56,1.59,1.89,2.3,2.25,3.86
19400527,1.72,1.35,0.45,-0.001,2.8,1.64,1.66,2.63,1.48,1.76,1.51,2.31,2.6,1.41,1.59,2.41,1.49,1.22,1.99,2.2,2.67,2.39,3.07
19400528,-2.4,-2.08,-0.58,-0.001,-1.79,-2.45,-2.29,-3.23,-2.36,-2.2,-1.92,-3.3,-3.88,-1.98,-2.95,-2.85,-1.92,-1.52,-2.57,-3.56,-2.46,-3.24,-5.3
19400529,1.35,1.6,1.07,-0.001,3.32,1.66,0.79,2.64,1.68,0.85,1.06,1.07,3.49,1.42,2.09,1.54,0.57,0.76,1.54,0.89,1.65,3.78,2.82
19400531,0.42,0.5,-1.12,-0.001,-0.39,0.55,0.47,0.16,0.51,0.14,0.85,1.27,-1.03,0.83,0.02,0.71,-0.11,1.08,0.49,1.18,1.57,-1.11,-0.86
19400601,-0.29,0.03,0.25,0,-2.11,-0.38,-0.17,-0.04,-0.28,-0.22,-0.2,-0.45,-0.35,-0.62,0.26,-0.92,0.09,-0.37,0.08,-0.69,0.32,-0.8,0.67
19400603,-1.06,-0.06,0.42,0,-2.01,-1.09,-0.84,-1.17,-1.03,-0.57,-1.08,-1.79,-0.82,-0.89,-1.24,-1.39,-0.23,-1.18,-0.93,-1.85,-1.57,-0.11,-2.4
19400604,0.96,0.11,-0.04,0,2.1,0.82,1.11,0.88,0.76,1.17,0.5,1.71,0.31,0.66,0.91,1.14,1.19,0.45,0.58,1.76,1.54,-0.07,1.17
19400605,-1.67,-0.91,-0.41,0,-2.12,-2.08,-1.03,-2.53,-2.06,-0.87,-1.22,-2.28,-2.84,-1.6,-2.77,-2.19,-0.32,-1.13,-1.37,-2.31,-2.18,-2.84,-2.84
19400606,1.1,0.16,-0.45,0,2.57,1.33,0.91,0.81,1.33,1.01,0.77,1.04,1.03,1.14,1.63,1.35,0.87,1.23,0.04,1.19,0.56,0.94,1.24
19400607,1.06,0.4,1.06,0,1.35,0.76,1.23,2.15,0.66,0.98,1.87,1.3,2.53,0.44,1,1.25,0.87,1.76,2.04,1.17,1.71,2.68,2.21
19400608,-0.17,0.02,-0.35,0,-0.95,-0.15,-0.06,-0.81,-0.03,-0.13,-0.4,-0.13,-1.07,0.01,-0.1,-0.73,0.12,-0.58,-0.1,0,-0.52,-0.98,-1.25
19400610,-2.94,-0.97,1.09,0,-3.72,-3.3,-2.5,-2.83,-3.39,-2.41,-2.69,-2.81,-3.04,-3.2,-3.67,-2.89,-2.21,-2.43,-3.11,-2.88,-2.59,-2.81,-3.55
19400611,3.8,1.17,-1.3,0,5.18,3.74,3.96,3.9,3.66,3.72,4.04,4.44,4.44,2.74,5.08,4.15,3.54,4.43,3.42,4.8,3.29,4.01,5.43
19400612,4.81,1.33,1.66,0,6.01,4.96,4.48,6.13,4.84,4.3,4.58,5.56,7.61,4.58,5.23,5.58,3.78,4.14,5.31,5.91,4.44,6.44,10.24
19400613,-1.63,-0.34,-1.12,0,-2.01,-1.42,-1.7,-3.51,-1.28,-1.41,-1.17,-3.29,-4.78,-1.33,-1.22,-2.1,-1.13,-0.84,-1.69,-3.68,-2.01,-4.33,-5.76
19400614,1.87,0.54,0.27,0,2.84,2.13,1.52,2.91,2.1,1.19,1.64,2.71,4.11,1.68,2.73,2.27,0.75,1.97,1.11,3.08,1.54,4.24,3.83
19400615,0.84,0.06,0.7,0,0.94,0.56,1.16,1.25,0.4,0.86,1.43,1.76,1.11,0.68,-0.01,1.33,0.66,1.11,1.94,1.86,1.43,1.15,1.01
19400617,-0.66,-1.77,-0.98,0,-0.89,-0.77,-0.51,-1.02,-0.63,-0.62,-0.71,-0.9,-0.71,-0.95,-0.15,-1.47,-0.27,-0.16,-1.61,-0.76,-1.38,-0.36,-1.5
19400618,0.58,1,1.34,0,2.1,0.6,0.16,1.81,0.53,0.21,0.69,0.27,2.49,0.59,0.43,1,-0.13,0.31,1.32,0.05,1.01,1.76,4.15
19400619,0.35,-0.79,-0.33,0,1.39,0.67,-0.13,0.84,0.71,-0.13,0.11,0.12,1.37,0.83,0.53,0.48,-0.39,-0.06,0.38,0.09,0.2,1.36,1.39
19400620,-0.7,0.1,0.47,0,-0.54,-0.88,-0.58,-0.67,-0.92,-0.46,-0.73,-0.79,-0.71,-0.74,-1.2,-0.68,-0.36,-0.61,-0.93,-0.85,-0.61,-0.16,-1.93
19400621,0.02,-0.03,0.24,0,0.33,0.14,-0.23,0.21,0.16,-0.15,-0.07,-0.28,0.21,0.04,0.35,0.06,-0.24,-0.14,0.04,-0.43,0.2,-0.06,0.83
19400622,0.44,-0.31,0.52,0,0.07,0.31,0.6,0.77,0.22,0.39,1,0.72,1.09,0.26,0.17,0.75,0.23,0.83,1.28,0.83,0.37,0.82,1.7
19400624,0.82,-0.7,0.16,0,1.2,0.66,0.86,1.07,0.76,0.47,1.21,0.82,1.59,0.84,0.65,0.17,0.6,1.57,0.62,0.94,0.43,2.31,0.01
19400625,-2.36,-0.39,0.44,0,-3.77,-2.3,-2.47,-2.47,-2.18,-2.11,-2.93,-2.88,-3.28,-1.91,-2.6,-2.89,-1.77,-2.91,-2.95,-3.31,-1.48,-2.72,-4.53
19400626,-0.66,-1.09,-0.1,0,-0.85,-1.15,0.01,-0.71,-1.19,-0.09,-0.01,-0.78,-0.02,-1.31,-1.02,-0.93,0.27,-0.13,0.19,-0.54,-1.55,-0.04,0.05
19400627,1.06,0.24,0.75,0,1.88,1.05,0.93,2,1.04,0.75,1.33,1.16,2.53,0.6,1.69,1.12,0.59,1.14,1.63,1.1,1.36,2.49,2.62
19400628,1.29,0.63,0.46,0,1.63,1.16,1.31,1.65,1.05,1.13,1.99,1.17,2.33,1.28,0.69,1.71,0.88,2.1,1.82,1.28,0.8,2.6,1.71
19400629,-0.07,-0.06,-0.28,0,0.12,-0.17,0.09,-0.31,-0.17,0.22,0.06,-0.39,-0.46,-0.12,-0.23,-0.16,0.38,0.24,-0.22,-0.48,-0.11,-0.76,0.23
19400701,-0.59,0.2,0.09,0,-0.39,-0.56,-0.7,-0.26,-0.7,-0.34,-0.81,-0.18,-1.41,-0.9,-0.2,-0.22,-0.54,-0.85,-0.7,-0.73,0.82,-0.99,-2.13
19400702,-0.15,0.17,-0.24,0,0.71,-0.23,-0.01,-0.37,-0.23,-0.13,-0.15,-0.06,-0.25,-0.27,-0.15,-0.23,0.04,-0.15,-0.16,0.17,-0.48,-0.53,0.23
19400703,0.2,0.06,-0.03,0,-0.8,0.12,0.33,0.58,0.1,0.18,0.37,0.59,0.31,0.1,0.09,0.17,0.19,0.45,0.12,0.45,0.83,0.17,0.54
19400705,0.48,0.27,-0.12,0,1.72,0.5,0.51,0.24,0.56,0.4,0.72,-0.05,1.08,0.52,0.65,0.37,0.46,0.56,1.31,0.21,-0.53,0.76,1.62
19400706,0.22,-0.36,0.83,0,-0.69,0.22,0.07,1.2,0.29,-0.08,0.09,0.76,1.23,0.36,0.12,0.04,-0.27,0.11,0.05,0.53,1.18,1.43,0.89
19400708,-0.2,-0.12,-0.47,0,-0.29,-0.21,0,-0.93,-0.26,-0.07,-0.03,-0.16,-1.34,-0.25,-0.27,-0.11,0,-0.06,0.05,0.06,-0.56,-1.38,-1.26
19400709,-0.17,-0.24,0.52,0,0.36,-0.13,-0.37,0.04,-0.11,-0.25,-0.18,-0.47,0.17,-0.09,-0.17,-0.17,-0.38,-0.16,-0.24,-0.68,-0.09,0.21,0.11
19400710,0.05,-0.01,0.03,0,-0.25,-0.13,0.37,0.04,0.05,-0.33,0.84,-0.01,0.01,0.07,0.03,-0.59,0.09,1.2,-0.42,-0.05,0.07,0.08,-0.11
19400711,0.07,0.22,-0.01,0,-0.11,0.15,-0.1,0.45,0.1,0.22,-0.26,-0.1,0.96,0.22,-0.19,0.26,0.15,-0.41,0.26,-0.15,-0.01,1.41,0.17
19400712,-0.08,0.06,-0.47,0,0.16,-0.09,0.08,-0.67,-0.16,0.01,0.18,-0.01,-1.12,-0.18,-0.1,0.07,-0.09,0.17,0.22,0.13,-0.25,-1.45,-0.54
19400713,0.06,0.06,0.19,0,-0.03,0.06,0.04,0.27,0.04,0.08,0.07,-0.04,0.61,0.05,0.04,0.09,0.05,0.09,0.02,-0.03,-0.05,0.57,0.67
19400715,0.33,0.13,-0.25,0,0.9,0.31,0.31,0.16,0.45,0.15,-0.1,0.49,0.54,0.48,0.37,-0.01,0.42,-0.07,-0.21,0.87,-0.2,0.94,-0.16
19400716,0.99,0.35,0.1,0,0.55,0.89,1.31,1.19,0.98,0.64,1.63,1.5,1.43,0.84,1.32,0.68,0.58,1.69,1.43,1.79,0.97,0.94,2.28
19400717,-0.22,0.32,-0.65,0,0.85,-0.06,-0.45,-0.82,-0.14,0.07,-0.51,-0.84,-0.97,-0.19,-0.01,0.13,-0.03,-0.48,-0.61,-0.93,-0.68,-0.73,-1.39
19400718,0.13,-0.31,-0.22,0,0.2,0.29,-0.09,-0.19,0.15,0.32,0.04,-0.13,-0.46,0.21,0.01,0.6,-0.14,0.13,-0.26,-0.24,0.07,-1.08,0.59
19400719,-0.64,0.43,0.01,0,0.29,-0.58,-0.94,-0.57,-0.58,-0.6,-0.94,-1.06,-0.49,-0.66,-0.39,-0.55,-0.68,-1.03,-0.61,-1.3,-0.64,0.12,-1.51
19400720,-0.21,0.07,-0.14,0,0.07,-0.31,0.07,-0.58,-0.24,-0.39,0.06,0.27,-0.92,-0.33,-0.04,-0.47,-0.25,0.1,-0.08,0.56,-0.26,-1.16,-0.51
19400722,-0.05,-0.17,0.3,0,-0.26,-0.13,0.08,0.1,-0.08,-0.22,0.18,0.32,-0.33,-0.07,-0.12,-0.26,-0.15,0.25,-0.08,0.22,0.5,-0.1,-0.73
19400723,0.07,-0.42,0.04,0,0.49,0.1,0,-0.06,0.2,0,0.08,-0.36,0.01,0.29,0,-0.14,0.24,0.09,0.04,-0.5,-0.12,0.47,-0.78
19400724,-0.44,0.07,0.01,0,-1.49,-0.29,-0.51,-0.49,-0.39,-0.02,-0.75,-0.72,-0.53,-0.41,-0.33,-0.05,0.02,-0.9,-0.22,-0.87,-0.47,-0.41,-0.73
19400725,0.06,-0.21,-0.14,0,0.54,0.09,0.02,0.12,0.21,-0.23,0.2,0.14,0.11,0.17,0.3,-0.21,-0.28,0.18,0.25,0.14,0.14,0.42,-0.43
19400726,0.37,-0.08,0.14,0,0.52,0.41,0.42,0.41,0.43,0.38,0.43,0.33,0.65,0.4,0.5,0.36,0.42,0.43,0.44,0.41,0.2,0.79,0.4
19400727,0.19,0.24,-0.15,0,-0.16,0.14,0.29,0.19,0.08,0.25,0.26,0.29,0.52,0.01,0.25,0.3,0.18,0.18,0.53,0.52,-0.12,0.31,0.89
19400729,0.53,-0.59,0.18,0,0.57,0.56,0.48,0.87,0.79,0.3,0.12,0.64,1.08,0.76,0.86,-0.01,0.82,-0.08,0.84,0.62,0.68,1.03,1.17
19400730,2.2,0.18,0.39,0,3.33,2.11,2.19,3.1,2.43,1.53,2.05,2.78,3.58,2.39,2.53,1.3,1.91,1.95,2.38,2.85,2.65,3.24,4.17
19400731,-0.05,0.66,-0.63,0,-1.19,0.17,-0.28,-0.68,-0.07,0.4,-0.16,-0.36,-1.47,-0.08,-0.06,0.78,-0.2,-0.13,-0.3,-0.59,0.07,-1.69,-1.11
19400801,-0.1,0.16,-0.51,0,-0.38,0.14,-0.43,-0.57,0.26,-0.2,-0.84,-0.11,-0.72,0.23,0.33,-0.16,-0.28,-1.18,0.32,0.06,-0.43,-0.69,-0.77
19400802,0.02,-0.06,-0.1,0,1.54,0.01,-0.1,-0.04,-0.02,-0.03,-0.2,0.15,-0.12,0.02,-0.1,0.07,-0.19,-0.34,0.27,0.21,0.02,0.01,-0.34
19400803,0.08,0.08,0.23,0,-0.19,0.06,0.09,0.4,0.1,0.03,0.32,-0.16,0.6,0.03,0.28,-0.04,0.14,0.33,0.28,-0.37,0.22,0.74,0.35
19400805,-0.12,-0.21,-0.44,0,0.28,-0.06,-0.23,-0.67,0.01,-0.17,-0.37,-0.37,-0.7,-0.01,0.06,-0.22,-0.07,-0.26,-0.73,-0.22,-0.64,-0.61,-0.84
19400806,-0.75,0,0.25,0,-1.54,-0.66,-0.86,-0.93,-0.81,-0.39,-0.99,-0.89,-1.24,-0.76,-0.93,-0.28,-0.58,-1.05,-0.79,-1.02,-0.64,-0.82,-1.97
19400807,-0.16,-0.26,0.03,0,-0.27,-0.18,-0.19,-0.11,-0.1,-0.35,-0.33,0.16,-0.37,-0.06,-0.2,-0.39,-0.29,-0.45,0.08,0.17,0.13,-0.36,-0.37
19400808,0.13,-0.02,-0.46,0,0.15,0.17,0.14,-0.23,0.18,0.03,0.31,-0.01,0,0.07,0.44,0.14,-0.15,0.49,-0.3,0.24,-0.45,-0.19,0.35
19400809,0.64,-0.25,0.26,0,-0.81,0.8,0.47,1.18,1,0.27,0.55,0.85,1.32,1.04,0.87,0.33,0.17,0.51,0.67,0.75,1.04,1.56,0.92
19400810,0.58,-0.13,0,0,1.15,0.67,0.53,0.33,0.85,0.39,0.4,0.46,0.3,1.03,0.42,0.21,0.71,0.33,0.62,0.51,0.37,-0.32,1.39
19400812,0.2,-0.67,0.02,0,0.08,0.24,0.18,0.21,0.22,0.03,0.59,0.29,0.06,0.22,0.21,0.28,-0.37,0.73,0.12,0.25,0.35,0.36,-0.46
19400813,-3.16,0.4,-0.7,0,-4.53,-3.15,-3.09,-3.98,-3.55,-2.46,-3.06,-3.26,-4.81,-3.55,-3.55,-2.13,-3.01,-2.82,-3.9,-3.27,-3.22,-4.23,-5.83
19400814,-0.37,-0.01,0.12,0,-1.11,-0.52,-0.13,-0.01,-0.54,-0.37,-0.09,-0.16,0.23,-0.59,-0.43,-0.48,-0.18,-0.11,-0.01,-0.12,-0.23,0.32,0.08
19400815,0.6,0.23,-0.17,0,0.97,0.63,0.63,0.58,0.77,0.32,0.59,0.83,0.83,0.95,0.32,0.29,0.35,0.5,0.93,1.09,0.35,0.87,0.74
19400816,-1.41,-0.03,0.23,0,-1.92,-1.46,-1.34,-1.6,-1.51,-1.2,-1.36,-1.64,-1.86,-1.62,-1.22,-1.33,-0.98,-1.46,-1.02,-1.8,-1.36,-1.15,-3.13
19400817,0.71,-0.15,0.15,0,1.24,0.65,0.75,1.2,0.77,0.37,0.8,1.24,1.05,0.9,0.43,0.36,0.38,0.96,0.24,1.18,1.34,0.64,1.78
19400819,0.02,-0.01,-0.17,0,0.24,0.08,-0.06,-0.23,0.07,0.14,-0.08,-0.31,-0.36,0.14,-0.11,0.1,0.22,-0.17,0.26,-0.41,-0.11,-0.93,0.68
19400820,0.97,-0.67,0.29,0,1.88,0.99,0.65,1.75,1.05,0.84,0.57,0.96,1.77,0.97,1.25,0.84,0.85,0.41,1.12,0.53,1.73,1.92,1.52
19400821,1.37,0.15,-0.27,0,2.85,1.27,1.46,1.11,1.56,0.81,1.67,1.3,1.18,1.56,1.55,0.57,1.22,1.67,1.68,1.44,1.05,0.72,2
19400822,0.83,0.41,0.04,0,1.85,0.9,0.65,0.6,1,0.77,0.59,0.41,0.66,1,1.01,0.66,0.94,0.46,1.03,0.34,0.54,0.62,0.73
19400823,-1.07,0.07,-0.46,0,-2.51,-1.01,-1.02,-1.32,-1.26,-0.59,-0.75,-1.24,-2.1,-1.31,-1.16,-0.35,-0.97,-0.51,-1.55,-1.6,-0.6,-1.45,-3.25
19400824,0.19,-0.11,0.17,0,-0.07,0.17,0.2,0.45,0.19,0.18,0.04,0.4,0.44,0.18,0.22,0.13,0.27,-0.15,0.7,0.37,0.46,0.64,0.09
19400826,0.06,-0.12,-0.13,0,-0.16,0.08,0.16,-0.28,0.18,-0.02,0.04,0.05,-0.29,0.16,0.22,-0.18,0.24,0.06,0,0.24,-0.28,-0.07,-0.69
19400827,-0.12,0,0.27,0,-0.06,-0.12,-0.23,0.16,-0.08,-0.09,-0.41,-0.21,0.29,-0.14,0.04,-0.19,0.07,-0.56,0.12,-0.35,0.04,0.08,0.66
19400828,1.21,0.1,0.76,0,1.46,0.98,1.49,2.12,1.03,0.98,1.71,1.64,2.39,1.11,0.84,0.84,1.21,1.63,1.98,1.51,1.88,2.08,2.95
19400829,-0.18,-0.06,-0.19,0,0.1,-0.2,-0.16,-0.23,-0.23,0,-0.13,-0.6,-0.04,-0.31,-0.02,-0.12,0.18,-0.11,-0.19,-0.72,-0.4,-0.3,0.42
19400830,1.6,0.33,0.79,0,2.85,1.3,1.91,2.52,1.42,1.33,1.42,2.4,3.38,1.36,1.58,0.98,1.91,1.26,1.97,2.77,1.73,2.19,5.47
19400831,0.56,0.68,0.61,0,0.8,0.5,0.54,1.03,0.46,0.58,0.56,0.59,1.25,0.47,0.45,0.58,0.58,0.42,1.04,0.45,0.84,0.73,2.13
19400903,0.32,0.55,0.2,0,0.73,0.41,0.18,0.14,0.44,0.38,0.17,-0.01,-0.02,0.34,0.68,0.35,0.43,0.34,-0.38,-0.18,0.3,0.45,-0.82
19400904,1.65,-0.31,0.19,0,0.99,1.72,1.4,2.97,1.98,1.12,1.24,1.99,4.06,2.01,1.9,1.07,1.19,1.17,1.46,2.01,1.96,2.69,6.39
19400905,1.7,1.14,0.95,0,1.96,1.45,1.88,3.08,1.29,1.73,2.31,2.16,3.08,1.13,1.67,1.85,1.52,2.55,1.5,1.65,3.08,2.48,4.06
19400906,-0.41,0.28,-0.67,0,-0.25,-0.36,-0.35,-1.51,-0.31,-0.2,-0.46,-0.93,-2.32,-0.35,-0.21,-0.49,0.27,-0.47,-0.44,-1.04,-0.74,-1.77,-3.2
19400907,-0.16,-0.01,0.18,0,-0.89,-0.12,-0.25,-0.03,-0.2,-0.1,-0.28,0.05,-0.16,-0.18,-0.26,0.09,-0.4,-0.3,-0.22,0.03,0.1,-0.24,-0.03
19400909,-2.36,-0.97,-0.75,0,-3.6,-2.25,-2.34,-3.43,-2.46,-1.84,-2.47,-2.69,-3.84,-2.33,-2.79,-1.7,-2.07,-2.33,-2.96,-2.49,-3.05,-3.08,-5.09
19400910,-0.1,0.2,-0.49,0,0.44,-0.2,0.07,-0.21,-0.26,-0.09,0.19,-0.01,-0.05,-0.44,0.21,-0.05,-0.14,0.21,0.09,0.19,-0.36,-0.26,0.32
19400911,-0.53,0.4,-0.18,0,-0.33,-0.47,-0.62,-1.13,-0.57,-0.35,-0.53,-0.99,-1.07,-0.64,-0.41,-0.22,-0.56,-0.69,0.02,-0.87,-1.19,-0.71,-1.68
19400912,-1.12,-0.12,-0.86,0,-1.48,-0.83,-1.47,-1.78,-0.83,-0.93,-1.86,-1.52,-1.72,-0.73,-1.06,-0.83,-1.09,-1.91,-1.7,-1.34,-1.83,-1.79,-1.59
19400913,0.09,-0.2,0.34,0,0.55,0.03,0.01,0.51,-0.05,-0.11,0.49,0.23,0.73,-0.15,0.18,0.26,-0.7,0.67,-0.11,0.19,0.3,0.8,0.62
19400914,0.56,-0.05,0.35,0,0.29,0.62,0.34,1.19,0.58,0.53,0.35,0.57,1.7,0.77,0.12,0.71,0.22,0.21,0.82,0.49,0.7,1.43,2.16
19400916,0.65,0.06,0.13,0,1.64,0.7,0.48,1.09,0.78,0.73,0.05,0.61,1.03,0.78,0.79,0.48,1.14,-0.04,0.34,0.32,1.14,0.91,1.23
19400917,0.77,-0.28,0.06,0,-0.08,0.72,1,0.85,0.89,0.54,1.14,0.93,0.48,0.94,0.78,0.27,0.98,1.18,1.04,0.77,1.2,-0.01,1.29
19400918,0.67,0.23,-0.04,0,0.32,0.67,0.76,0.57,0.65,0.74,0.83,0.38,1.25,0.66,0.62,0.73,0.76,0.93,0.51,0.64,-0.07,1.32,1.13
19400919,-0.07,0.2,0.05,0,0.76,-0.08,-0.04,-0.26,0.07,-0.24,-0.16,0.07,-0.85,0.03,0.18,-0.47,0.13,-0.3,0.34,-0.06,0.3,-0.5,-1.44
19400920,0,-0.01,-0.39,0,-0.7,0.04,0.01,-0.12,0,0.18,0.13,-0.46,0.01,0.05,-0.12,0.13,0.27,0.08,0.29,-0.57,-0.25,0.32,-0.52
19400921,0.61,0.6,0.62,0,0.9,0.52,0.69,1.12,0.55,0.5,0.69,1.05,0.92,0.47,0.72,0.46,0.55,0.76,0.44,0.89,1.32,0.86,1
19400923,1.95,0.8,0.86,0,2.33,1.85,2.03,2.64,2.02,1.82,1.71,2.03,3.21,2.04,1.97,1.43,2.45,1.56,2.23,1.99,2.1,2.46,4.48
19400924,-0.25,0.24,-0.59,0,0.91,-0.25,-0.38,-0.61,-0.29,-0.17,-0.55,-0.43,-0.65,-0.19,-0.54,-0.15,-0.2,-0.53,-0.62,-0.34,-0.57,0.42,-2.41
19400925,-0.15,0.01,-0.12,0,-0.84,-0.18,0.06,-0.57,-0.26,0.2,-0.17,-0.21,-0.83,-0.34,-0.06,0.04,0.47,-0.12,-0.34,-0.14,-0.32,-1.03,-0.48
